day,timestr,a,b,c,d,e,f
228,10:24:00,367.44,6.975,41.345,44.615,45.86,11.095
228,10:25:00,367.765,6.995,41.443000000000005,44.675,45.89,11.095
228,10:26:00,367.63,6.995,41.43,44.665,46.04,11.095
228,10:27:00,368.03,6.905,41.532,44.78,46.0,11.095
228,10:28:00,367.55,6.905,41.455,44.705,46.01,11.095
228,10:29:00,367.76,6.875,41.417,44.625,46.01,11.095
228,10:30:00,367.805,6.885,41.42,44.67,46.06,11.095
228,10:31:00,367.375,6.875,41.333,44.595,45.99,11.095
228,10:32:00,367.225,6.975,41.263000000000005,44.525,45.98,11.095
228,10:33:00,367.08,6.985,41.222,44.415,46.04,11.095
228,10:34:00,367.7,6.895,41.33,44.505,46.04,11.095
228,10:35:00,367.65,6.875,41.188,44.415,45.98,11.095
228,10:36:00,367.855,6.875,41.273,44.435,46.0,11.095
228,10:37:00,367.62,6.955,41.163000000000004,44.385,45.96,11.095
228,10:38:00,367.14,6.955,41.167,44.3,45.99,11.095
228,10:39:00,367.415,6.865,41.227,44.37,46.01,11.095
228,10:40:00,367.825,6.965,41.3,44.395,45.83,11.095
228,10:41:00,367.225,6.845,41.148,44.275,45.89,11.095
228,10:42:00,366.865,6.835,41.188,44.255,45.85,11.095
228,10:43:00,366.655,6.935,41.19,44.225,45.85,11.095
228,10:44:00,366.78,6.855,41.273,44.35,45.75,11.095
228,10:45:00,367.18,6.955,41.32,44.435,45.79,11.095
228,10:46:00,367.0,6.845,41.3,44.4,45.76,11.095
228,10:47:00,366.795,6.955,41.303000000000004,44.395,45.76,11.095
228,10:48:00,366.865,6.845,41.428000000000004,44.455,45.79,11.095
228,10:49:00,366.975,6.945,41.455,44.485,45.77,11.095
228,10:50:00,367.14,6.955,41.513000000000005,44.585,45.75,11.095
228,10:51:00,367.665,6.895,41.611999999999995,44.66,45.73,11.095
228,10:52:00,367.59,6.985,41.55,44.605,45.68,11.095
228,10:53:00,367.745,6.885,41.64,47.146,45.71,11.095
228,10:54:00,368.035,6.895,41.696999999999996,44.655,45.7,11.095
228,10:55:00,368.215,6.905,41.675,44.665,45.69,11.095
228,10:56:00,368.22,6.895,41.59,44.67,45.74,11.095
228,10:57:00,367.385,6.87,41.538000000000004,44.515,45.75,11.095
228,10:58:00,367.545,6.895,41.635,44.565,45.79,11.095
228,10:59:00,367.7,6.895,41.693000000000005,44.615,45.86,11.095
228,11:00:00,368.125,6.905,41.76,44.655,45.9,11.095
228,11:01:00,368.03,6.915,41.735,44.655,45.87,11.095
228,11:02:00,367.665,7.015,41.735,44.605,45.97,11.095
228,11:03:00,367.84,7.025,41.733000000000004,44.535,45.93,11.095
228,11:04:00,368.085,7.025,41.795,44.605,45.98,11.095
228,11:05:00,367.905,7.015,41.795,44.565,46.01,11.095
228,11:06:00,367.74,6.915,41.763000000000005,44.54,46.1,11.095
228,11:07:00,367.625,7.015,41.76,44.545,46.11,11.095
228,11:08:00,367.685,6.925,41.825,44.625,46.07,11.095
228,11:09:00,367.94,7.025,41.8,44.625,46.16,11.095
228,11:10:00,367.385,6.915,41.736999999999995,44.525,46.13,11.095
228,11:11:00,367.9,7.005,41.751999999999995,44.545,46.1,11.095
228,11:12:00,367.7,7.005,41.755,42.801,46.18,11.095
228,11:13:00,367.705,7.005,41.815,44.575,46.24,11.095
228,11:14:00,367.99,7.025,41.88,44.635,46.19,11.095
228,11:15:00,367.73,7.025,41.773,44.565,46.14,11.095
228,11:16:00,367.58,6.915,41.75,44.515,46.12,11.095
228,11:17:00,367.465,6.915,41.69,44.465,46.19,11.095
228,11:18:00,367.39,7.005,41.645,44.455,46.28,11.095
228,11:19:00,367.92,7.015,41.688,44.485,46.29,11.095
228,11:20:00,367.73,6.915,41.743,44.485,46.24,11.095
228,11:21:00,367.79,6.915,41.71,44.455,46.19,11.095
228,11:22:00,367.77,6.915,41.72,44.465,46.24,11.095
228,11:23:00,368.01,6.915,41.825,44.535,46.24,11.095
228,11:24:00,368.345,6.905,41.861999999999995,44.545,46.21,11.095
228,11:25:00,368.44,6.905,41.907,44.565,46.29,11.095
228,11:26:00,368.25,6.905,41.975,44.635,46.38,11.095
228,11:27:00,367.85,6.915,41.953,44.645,46.4,11.095
228,11:28:00,367.86,6.915,41.97,44.64,46.39,11.095
228,11:29:00,367.78,6.935,41.865,44.57,46.42,11.095
228,11:30:00,367.71,7.03,41.875,44.56,46.43,11.095
228,11:31:00,368.14,7.065,42.075,44.685,46.43,11.095
228,11:32:00,367.89,7.085,42.093,44.735,46.42,11.095
228,11:33:00,368.24,7.075,42.11,44.695,46.46,11.095
228,11:34:00,367.905,7.065,42.053000000000004,44.675,46.5,11.095
228,11:35:00,367.89,7.075,42.016999999999996,44.615,46.53,11.095
228,11:36:00,367.885,7.085,42.068000000000005,44.615,46.58,11.095
228,11:37:00,367.955,6.975,42.068000000000005,44.67,46.57,11.095
228,11:38:00,368.075,7.085,42.08,44.7,46.57,11.095
228,11:39:00,368.295,7.085,42.086999999999996,44.715,46.56,11.095
228,11:40:00,368.005,6.985,42.063,44.685,46.55,11.095
228,11:41:00,367.915,7.125,42.071999999999996,44.745,46.57,11.095
228,11:42:00,368.195,7.115,42.15,44.765,46.62,11.095
228,11:43:00,367.92,6.995,42.115,44.67,46.66,11.095
228,11:44:00,368.03,6.995,42.165,44.75,46.6,11.095
228,11:45:00,368.05,7.095,42.108000000000004,44.755,46.64,11.095
228,11:46:00,368.39,7.015,42.225,44.805,46.65,11.095
228,11:47:00,368.15,7.005,42.18,44.775,46.68,11.095
228,11:48:00,368.15,7.015,42.167,44.775,46.71,11.095
228,11:49:00,368.085,7.015,42.175,44.795,46.67,11.095
228,11:50:00,368.37,7.135,42.218,44.785,46.62,11.095
228,11:51:00,368.445,7.125,42.145,44.745,46.68,11.095
228,11:52:00,368.37,7.125,42.12,44.745,46.76,11.095
228,11:53:00,368.26,7.125,42.118,44.705,46.72,11.095
228,11:54:00,368.285,7.125,42.14,44.665,46.69,11.095
228,11:55:00,368.43,7.135,42.21,44.745,46.7,11.095
228,11:56:00,368.455,7.035,42.195,44.755,46.76,11.095
228,11:57:00,368.475,7.125,42.18,44.735,46.78,11.095
228,11:58:00,368.665,7.125,42.227,44.785,46.8,11.095
228,11:59:00,369.085,7.035,42.218,44.785,46.84,11.095
228,12:00:00,368.865,7.035,42.153,44.815,46.78,11.095
228,12:01:00,368.97,7.125,42.095,44.775,46.75,11.095
228,12:02:00,368.515,7.015,42.068000000000005,44.7,46.79,11.095
228,12:03:00,368.12,7.095,42.01,44.665,46.77,11.095
228,12:04:00,368.1,6.985,41.953,44.635,46.65,11.095
228,12:05:00,368.135,7.075,41.977,44.605,46.63,11.095
228,12:06:00,368.435,7.085,41.972,44.625,46.71,11.095
228,12:07:00,368.43,7.095,41.977,44.67,46.71,11.095
228,12:08:00,368.345,7.075,41.93,44.595,46.68,11.095
228,12:09:00,368.645,7.075,41.945,44.6,46.62,11.095
228,12:10:00,368.885,6.985,41.935,44.585,46.59,11.095
228,12:11:00,368.595,6.975,41.885,44.545,46.56,11.095
228,12:12:00,368.89,7.095,42.13,44.575,46.54,11.095
228,12:13:00,369.15,7.085,42.185,44.605,46.61,11.095
228,12:14:00,369.25,7.105,42.325,44.715,46.59,11.095
228,12:15:00,369.055,7.095,42.233000000000004,44.645,46.62,11.095
228,12:16:00,369.17,7.015,42.195,44.645,46.57,11.095
228,12:17:00,369.47,7.115,42.211999999999996,44.64,46.56,11.095
228,12:18:00,369.35,7.005,42.172,44.62,46.53,11.095
228,12:19:00,368.985,7.095,42.135,44.585,46.5,11.095
228,12:20:00,369.23,7.005,42.196999999999996,44.645,46.54,11.095
228,12:21:00,369.38,6.995,42.215,44.675,46.59,11.095
228,12:22:00,369.175,7.095,42.188,46.376000000000005,46.6,11.095
228,12:23:00,369.025,7.085,42.175,44.625,46.65,11.095
228,12:24:00,369.16,7.085,42.153,44.625,46.67,11.095
228,12:25:00,368.805,7.075,42.108000000000004,44.575,46.73,11.095
228,12:26:00,368.77,6.975,42.138000000000005,44.585,46.74,11.095
228,12:27:00,368.975,6.975,42.155,44.605,46.61,11.095
228,12:28:00,369.08,6.965,42.167,44.575,46.62,11.095
228,12:29:00,368.9,7.065,42.165,44.585,46.63,11.095
228,12:30:00,368.97,7.065,42.14,44.575,46.71,11.095
228,12:31:00,368.985,6.965,42.126999999999995,44.555,46.7,11.095
228,12:32:00,368.855,6.965,42.111999999999995,44.575,46.69,11.095
228,12:33:00,369.005,7.065,42.163000000000004,44.565,46.7,11.095
228,12:34:00,369.355,6.985,42.285,44.635,46.71,11.095
228,12:35:00,369.19,6.965,42.215,45.617,46.77,11.095
228,12:36:00,369.035,6.975,42.155,44.565,46.77,11.095
228,12:37:00,368.99,7.06,42.08,44.52,46.78,11.095
228,12:38:00,368.94,7.055,42.1,44.545,46.87,11.095
228,12:39:00,369.065,6.955,42.125,44.565,46.87,11.095
228,12:40:00,369.115,6.955,42.07,44.545,46.85,11.095
228,12:41:00,368.91,6.955,42.063,44.525,46.9,11.095
228,12:42:00,368.84,7.055,42.063,44.505,46.89,11.095
228,12:43:00,368.985,6.965,42.075,44.565,46.9,11.095
228,12:44:00,368.995,6.955,42.038000000000004,44.525,46.87,11.095
228,12:45:00,368.99,7.055,42.035,44.525,46.93,11.095
228,12:46:00,368.935,7.055,42.02,44.505,46.88,11.095
228,12:47:00,368.94,6.955,42.023,44.495,46.89,11.095
228,12:48:00,368.645,6.955,41.983000000000004,44.475,46.85,11.095
228,12:49:00,368.575,7.015,41.953,44.455,46.83,11.095
228,12:50:00,368.96,7.015,41.985,44.495,46.89,11.095
228,12:51:00,369.05,6.915,42.005,44.535,46.85,11.095
228,12:52:00,368.98,6.915,41.968,44.525,46.87,11.095
228,12:53:00,368.93,7.005,41.92,44.515,46.81,11.095
228,12:54:00,368.975,6.915,41.925,44.515,46.72,11.095
228,12:55:00,368.85,7.015,41.895,44.5,46.74,11.095
228,12:56:00,368.905,6.915,41.89,44.515,46.75,11.095
228,12:57:00,369.03,7.015,41.92,44.515,46.77,11.095
228,12:58:00,368.855,6.925,41.931999999999995,44.535,46.73,11.095
228,12:59:00,368.83,7.025,41.915,44.555,46.76,11.095
228,13:00:00,368.525,6.935,41.946999999999996,44.545,46.82,11.095
228,13:01:00,368.545,6.935,41.925,44.535,46.79,11.095
228,13:02:00,368.575,6.965,41.986999999999995,44.555,46.78,11.095
228,13:03:00,368.51,7.065,41.983000000000004,44.565,46.77,11.095
228,13:04:00,368.675,7.065,41.975,44.575,46.82,11.095
228,13:05:00,368.49,7.065,41.938,44.535,46.8,11.095
228,13:06:00,368.235,7.055,41.917,44.495,46.85,11.095
228,13:07:00,368.14,6.945,41.9,44.47,46.94,11.095
228,13:08:00,367.965,6.925,41.885,44.395,46.89,11.095
228,13:09:00,367.785,6.935,41.833,44.415,46.86,11.095
228,13:10:00,367.94,7.025,41.821999999999996,44.415,46.84,11.095
228,13:11:00,367.715,6.935,41.888000000000005,44.445,46.73,11.095
228,13:12:00,367.745,6.925,41.865,44.445,46.74,11.095
228,13:13:00,367.875,7.025,41.83,44.435,46.69,11.095
228,13:14:00,367.625,7.025,41.785,44.395,46.69,11.095
228,13:15:00,367.615,6.925,41.788000000000004,44.405,46.71,11.095
228,13:16:00,367.215,7.015,41.755,44.37,46.75,11.095
228,13:17:00,367.305,6.925,41.805,44.405,46.73,11.095
228,13:18:00,367.1,6.915,41.736999999999995,44.365,46.69,11.095
228,13:19:00,367.615,6.915,41.8,44.415,46.69,11.095
228,13:20:00,367.875,6.925,41.85,44.43,46.72,11.095
228,13:21:00,367.93,6.925,41.883,44.435,46.78,11.095
228,13:22:00,367.62,7.015,41.836999999999996,44.35,46.77,11.095
228,13:23:00,367.82,6.915,41.891999999999996,44.425,46.69,11.095
228,13:24:00,367.775,7.015,41.88,44.405,46.69,11.095
228,13:25:00,367.65,7.025,41.922,44.435,46.69,11.095
228,13:26:00,367.94,6.925,41.946999999999996,44.435,46.65,11.095
228,13:27:00,367.965,6.925,41.92,44.26,46.61,11.095
228,13:28:00,367.945,7.025,41.89,44.405,46.61,11.095
228,13:29:00,367.66,6.925,41.821999999999996,44.385,46.63,11.095
228,13:30:00,367.745,6.925,41.813,44.345,46.64,10.355
228,13:31:00,367.865,7.025,41.87,44.385,46.61,10.355
228,13:32:00,367.835,6.925,41.873000000000005,44.345,46.58,10.355
228,13:33:00,367.285,6.925,41.8,44.305,46.62,10.355
228,13:34:00,366.825,7.005,41.685,44.235,46.65,10.355
228,13:35:00,366.34,7.005,41.635,44.195,46.63,10.355
228,13:36:00,366.4,7.015,41.653,44.185,46.58,10.355
228,13:37:00,366.16,6.905,41.685,44.205,46.55,10.355
228,13:38:00,365.78,6.995,41.571999999999996,44.105,46.55,10.355
228,13:39:00,365.95,6.905,41.593,44.115,46.57,10.355
228,13:40:00,365.805,6.905,41.585,44.105,46.46,10.355
228,13:41:00,365.735,6.905,41.615,44.125,46.49,10.355
228,13:42:00,365.97,6.995,41.618,44.155,46.45,10.355
228,13:43:00,366.195,6.985,41.65,44.175,46.39,10.355
228,13:44:00,366.1,6.985,41.69,44.205,46.43,10.355
228,13:45:00,365.995,6.895,41.665,44.185,46.48,10.355
228,13:46:00,366.05,6.905,41.696999999999996,44.235,46.52,10.355
228,13:47:00,366.13,6.905,41.7,44.245,46.51,10.355
228,13:48:00,366.22,6.905,41.678000000000004,44.285,46.58,10.355
228,13:49:00,366.08,6.915,41.733000000000004,44.325,46.55,10.355
228,13:50:00,365.85,7.015,41.718,44.335,46.58,10.355
228,13:51:00,365.995,7.02,41.76,44.335,46.65,10.355
228,13:52:00,365.9,7.015,41.751999999999995,44.335,46.63,10.355
228,13:53:00,365.75,7.005,41.715,44.3,46.59,10.355
228,13:54:00,365.345,7.005,41.672,44.235,46.66,10.355
228,13:55:00,365.17,7.005,41.65,44.195,46.68,10.355
228,13:56:00,365.065,6.905,41.633,44.17,46.72,10.355
228,13:57:00,364.835,6.995,41.65,44.135,46.78,10.355
228,13:58:00,364.535,7.005,41.648,44.145,46.86,10.355
228,13:59:00,364.48,6.905,41.605,44.11,46.87,10.355
228,14:00:00,364.665,7.005,41.655,40.525999999999996,46.93,10.355
228,14:01:00,365.23,7.015,41.681999999999995,44.215,46.94,10.355
228,14:02:00,365.93,7.035,41.765,44.295,46.87,10.355
228,14:03:00,366.02,7.045,41.847,44.365,46.85,10.355
228,14:04:00,366.4,7.065,41.915,44.385,46.86,10.355
228,14:05:00,366.365,6.955,41.92,44.385,46.91,10.355
228,14:06:00,365.85,7.045,41.873000000000005,44.365,46.9,10.355
228,14:07:00,366.025,6.945,41.903,44.385,46.87,10.355
228,14:08:00,365.805,7.045,41.821999999999996,44.345,46.83,10.355
228,14:09:00,365.52,7.045,41.845,40.571999999999996,46.9,10.355
228,14:10:00,365.92,7.055,41.873000000000005,44.34,46.92,10.355
228,14:11:00,366.065,7.065,41.915,44.36,46.97,10.355
228,14:12:00,365.55,6.945,41.833,44.295,47.0,10.355
228,14:13:00,365.645,6.955,41.858000000000004,44.335,47.05,10.355
228,14:14:00,365.425,7.045,41.813,44.3,47.06,10.355
228,14:15:00,365.575,6.955,41.81,44.295,47.02,10.355
228,14:16:00,365.82,6.955,41.833,44.335,47.06,10.355
228,14:17:00,365.96,6.955,41.883,44.39,47.03,10.355
228,14:18:00,365.63,7.075,41.885,44.4,47.06,10.355
228,14:19:00,366.11,6.995,41.938,44.465,47.03,10.355
228,14:20:00,366.315,6.995,41.977,44.799,47.08,10.355
228,14:21:00,366.16,7.095,41.938,44.475,47.17,10.355
228,14:22:00,365.58,7.075,41.868,44.42,47.15,10.355
228,14:23:00,365.7,7.085,41.89,44.425,47.17,10.355
228,14:24:00,365.74,7.085,41.98,44.485,47.26,10.355
228,14:25:00,366.035,6.995,42.035,44.555,47.25,10.355
228,14:26:00,365.415,6.985,41.95,44.54,47.22,10.355
228,14:27:00,365.445,6.975,42.008,44.575,47.19,10.355
228,14:28:00,365.435,6.975,42.035,40.336999999999996,47.22,10.355
228,14:29:00,365.12,6.965,41.995,44.56,47.2,10.355
228,14:30:00,364.865,7.065,41.99,44.525,47.26,10.355
228,14:31:00,364.54,6.955,41.915,44.535,47.19,10.355
228,14:32:00,364.725,7.065,41.943000000000005,44.595,47.16,10.355
228,14:33:00,364.165,6.955,41.883,44.595,47.2,10.355
228,14:34:00,364.44,6.945,41.852,44.565,47.25,10.355
228,14:35:00,364.81,6.955,41.821999999999996,44.58,47.36,10.355
228,14:36:00,365.42,7.065,41.903,44.645,47.37,10.355
228,14:37:00,365.33,6.965,41.898,44.665,47.38,10.355
228,14:38:00,365.285,6.965,41.928000000000004,44.665,47.46,10.355
228,14:39:00,364.9,6.965,41.883,44.615,47.45,10.355
228,14:40:00,364.885,6.955,41.858000000000004,44.585,47.41,10.355
228,14:41:00,364.595,6.935,41.81,44.53,47.38,10.355
228,14:42:00,364.71,7.045,41.805,44.525,47.45,10.355
228,14:43:00,364.56,6.935,41.788000000000004,44.515,47.44,10.355
228,14:44:00,364.37,6.925,41.735,44.445,47.4,10.355
228,14:45:00,364.725,6.925,41.766999999999996,44.505,47.46,10.355
228,14:46:00,364.515,7.025,41.74,44.495,47.42,10.355
228,14:47:00,364.345,7.035,41.7,45.597,47.37,10.355
228,14:48:00,363.84,7.035,41.667,44.445,47.38,10.355
228,14:49:00,363.835,7.035,41.68,44.465,47.37,10.355
228,14:50:00,364.025,7.035,41.735,44.495,47.39,10.355
228,14:51:00,363.565,7.025,41.623000000000005,44.405,47.46,10.355
228,14:52:00,362.99,6.905,41.583,44.355,47.47,10.355
228,14:53:00,363.17,6.915,41.62,44.395,47.55,10.315
228,14:54:00,362.775,7.015,41.597,44.375,47.53,10.315
228,14:55:00,363.165,7.015,41.61,44.365,47.53,10.315
228,14:56:00,363.59,7.015,41.615,44.375,47.51,10.315
228,14:57:00,363.555,6.915,41.611999999999995,44.375,47.5,10.315
228,14:58:00,362.82,6.905,41.563,47.327,47.51,10.315
228,14:59:00,362.655,7.005,41.575,44.295,47.52,10.315
228,15:00:00,362.61,7.005,41.525,44.235,47.51,10.315
228,15:01:00,362.505,6.895,41.48,44.205,47.49,10.315
228,15:02:00,362.085,6.975,41.415,44.135,47.42,10.315
228,15:03:00,362.305,6.985,41.413000000000004,44.175,47.37,10.315
228,15:04:00,362.17,6.995,41.431999999999995,44.195,47.31,10.315
228,15:05:00,361.425,6.885,41.388000000000005,44.155,47.3,10.315
228,15:06:00,362.12,6.895,41.52,44.275,47.35,10.315
228,15:07:00,362.51,6.995,41.52,44.285,47.39,10.315
228,15:08:00,362.905,6.895,41.508,44.285,47.35,10.315
228,15:09:00,362.55,6.895,41.455,44.235,47.34,10.315
228,15:10:00,362.615,6.995,41.407,44.225,47.31,10.315
228,15:11:00,362.94,6.915,41.515,44.315,47.31,10.315
228,15:12:00,363.51,6.935,41.563,45.681999999999995,47.27,10.315
228,15:13:00,362.975,6.925,41.483000000000004,44.295,47.2,10.315
228,15:14:00,362.665,7.025,41.477,44.305,47.23,10.315
228,15:15:00,362.64,6.925,41.501999999999995,44.305,47.27,10.315
228,15:16:00,362.28,7.005,41.403,44.22,47.23,10.315
228,15:17:00,362.455,6.995,41.39,44.195,47.3,10.315
228,15:18:00,362.385,6.995,41.405,44.235,47.33,10.315
228,15:19:00,363.085,6.925,41.495,44.295,47.34,10.315
228,15:20:00,362.77,6.925,41.407,44.245,47.35,10.315
228,15:21:00,362.335,6.925,41.388000000000005,44.195,47.33,10.315
228,15:22:00,362.81,6.955,41.453,44.285,47.25,10.315
228,15:23:00,362.395,7.055,41.376999999999995,44.235,47.24,10.315
228,15:24:00,362.37,6.965,41.383,44.255,47.25,10.315
228,15:25:00,362.24,6.965,41.358000000000004,44.225,47.19,10.315
228,15:26:00,362.33,6.965,41.4,44.275,47.17,10.315
228,15:27:00,362.655,6.985,41.508,44.325,47.22,10.315
228,15:28:00,362.87,6.995,41.516999999999996,44.345,47.27,10.315
228,15:29:00,362.865,6.985,41.532,44.34,47.26,10.315
228,15:30:00,363.385,6.995,41.611999999999995,44.395,47.25,10.315
228,15:31:00,363.86,7.115,41.626999999999995,44.425,47.18,10.315
228,15:32:00,363.205,6.975,41.51,44.315,47.15,10.315
228,15:33:00,363.845,7.005,41.57,44.355,47.14,10.315
228,15:34:00,363.82,7.105,41.563,45.085,47.08,10.315
228,15:35:00,364.255,7.005,41.61,44.355,47.09,10.315
228,15:36:00,364.395,7.005,41.59,44.365,47.02,10.315
228,15:37:00,364.12,6.975,41.495,44.265,47.05,10.315
228,15:38:00,363.85,6.965,41.41,44.215,47.06,10.315
228,15:39:00,364.265,6.965,41.368,44.215,46.96,10.315
228,15:40:00,364.32,6.965,41.38,44.215,46.95,10.315
228,15:41:00,363.79,7.055,41.28,44.155,47.01,10.315
228,15:42:00,363.395,7.045,41.273,44.125,47.05,10.315
228,15:43:00,363.085,6.935,41.285,44.105,47.14,10.315
228,15:44:00,363.015,6.925,41.243,44.03,47.07,10.315
228,15:45:00,362.685,7.015,41.205,44.02,47.0,10.315
228,15:46:00,363.355,6.935,41.22,44.085,46.97,10.315
228,15:47:00,362.85,6.925,41.24,44.035,46.99,10.315
228,15:48:00,363.22,7.015,41.265,44.075,46.89,10.315
228,15:49:00,363.985,7.035,41.39,44.165,46.84,10.315
228,15:50:00,364.12,6.925,41.347,44.165,46.76,10.315
228,15:51:00,364.845,7.055,41.495,44.255,46.85,10.315
228,15:52:00,365.21,6.99,41.595,44.365,46.86,10.315
228,15:53:00,366.145,7.095,41.68,40.271,46.9,10.315
228,15:54:00,366.2,7.085,41.633,44.355,46.89,10.315
228,15:55:00,367.17,7.005,41.755,44.455,46.83,10.315
228,15:56:00,367.245,6.995,41.821999999999996,44.535,46.85,10.315
228,15:57:00,367.055,7.065,41.708,44.435,46.87,10.315
228,15:58:00,367.36,6.955,41.667,44.415,46.89,10.315
228,15:59:00,367.11,6.945,41.623000000000005,44.415,46.83,10.315
228,16:00:00,365.795,7.055,41.657,44.41,46.79,10.315
229,09:30:00,362.115,6.745,41.001999999999995,44.055,46.25,10.315
229,09:31:00,363.45,6.84,40.86,43.935,46.33,10.315
229,09:32:00,362.845,6.785,41.032,43.895,46.33,10.315
229,09:33:00,362.15,6.825,41.16,44.05,46.23,10.315
229,09:34:00,361.725,6.945,41.03,46.827,46.19,10.315
229,09:35:00,362.775,6.905,41.172,44.0,46.24,10.315
229,09:36:00,363.08,6.805,41.273,44.105,46.24,10.315
229,09:37:00,363.28,6.825,41.438,44.185,46.15,10.315
229,09:38:00,363.67,6.915,41.528,44.195,46.13,10.315
229,09:39:00,363.945,6.935,41.618,42.507,46.12,10.315
229,09:40:00,364.01,6.965,41.675,44.31,46.14,10.315
229,09:41:00,365.63,6.875,41.913000000000004,44.42,46.18,10.315
229,09:42:00,366.535,7.025,42.08,44.58,46.13,10.315
229,09:43:00,365.345,7.005,41.85,44.495,46.07,10.315
229,09:44:00,364.935,6.915,41.92,44.525,46.02,10.315
229,09:45:00,364.295,7.015,41.95,44.45,46.14,10.315
229,09:46:00,363.615,6.975,41.715,44.275,46.14,10.315
229,09:47:00,363.34,6.975,41.532,44.265,46.15,10.315
229,09:48:00,363.025,6.875,41.553000000000004,44.225,46.12,10.315
229,09:49:00,362.5,6.905,41.602,44.18,46.05,10.315
229,09:50:00,362.0,6.885,41.532,44.07,46.01,10.315
229,09:51:00,362.12,6.885,41.556999999999995,44.045,46.02,10.315
229,09:52:00,362.255,6.985,41.483000000000004,43.9,46.08,10.315
229,09:53:00,362.955,6.905,41.428000000000004,43.99,46.07,10.315
229,09:54:00,363.17,6.915,41.52,44.15,46.14,10.315
229,09:55:00,363.71,6.925,41.608000000000004,44.255,46.14,10.315
229,09:56:00,363.605,6.905,41.611999999999995,44.245,46.1,10.315
229,09:57:00,364.52,6.915,41.845,44.39,46.19,10.315
229,09:58:00,365.07,6.945,41.93,44.485,46.2,10.315
229,09:59:00,364.89,6.955,41.83,48.854,46.16,10.315
229,10:00:00,365.44,6.945,41.858000000000004,44.46,46.17,10.315
229,10:01:00,364.35,6.935,41.847,43.58,46.23,10.315
229,10:02:00,365.37,7.055,41.945,44.505,46.26,10.315
229,10:03:00,365.845,6.975,42.028,44.485,46.28,10.315
229,10:04:00,365.74,7.015,42.108000000000004,44.485,46.3,10.315
229,10:05:00,365.57,7.125,42.17,44.535,46.34,10.315
229,10:06:00,365.605,7.115,42.215,44.565,46.37,10.315
229,10:07:00,364.325,6.985,41.983000000000004,44.4,46.41,10.315
229,10:08:00,364.645,7.075,41.868,44.325,46.4,10.315
229,10:09:00,365.19,7.085,41.995,44.475,46.43,10.315
229,10:10:00,364.69,6.985,41.98,44.525,46.43,10.315
229,10:11:00,364.305,7.085,41.895,44.455,46.44,10.255
229,10:12:00,364.755,7.005,42.001999999999995,44.515,46.38,10.255
229,10:13:00,364.705,7.005,41.99,44.5,46.42,10.255
229,10:14:00,364.345,6.995,41.835,44.375,46.51,10.255
229,10:15:00,364.465,6.995,41.845,44.365,46.53,10.255
229,10:16:00,364.905,7.005,41.99,44.465,46.56,10.255
229,10:17:00,365.815,7.025,42.165,44.6,46.62,10.255
229,10:18:00,365.745,7.035,42.18,44.585,46.68,10.255
229,10:19:00,365.39,7.135,42.181999999999995,44.605,46.7,10.255
229,10:20:00,365.585,7.125,42.18,44.655,46.67,10.255
229,10:21:00,364.66,7.025,42.06,44.585,46.56,10.255
229,10:22:00,365.095,7.015,42.09,44.59,46.59,10.255
229,10:23:00,365.045,7.015,42.123000000000005,44.585,46.6,10.255
229,10:24:00,365.125,7.115,42.126999999999995,44.655,46.64,10.255
229,10:25:00,364.915,7.115,42.115,44.625,46.65,10.255
229,10:26:00,366.165,7.045,42.303000000000004,44.79,46.7,10.255
229,10:27:00,365.94,7.145,42.318000000000005,44.805,46.64,10.255
229,10:28:00,365.985,7.155,42.37,44.815,46.58,10.255
229,10:29:00,366.48,7.055,42.431999999999995,44.845,46.66,10.255
229,10:30:00,366.12,7.145,42.355,44.82,46.64,10.255
229,10:31:00,366.615,7.045,42.435,44.81,46.65,10.255
229,10:32:00,366.73,7.015,42.355,44.805,46.66,10.255
229,10:33:00,366.315,7.105,42.275,44.695,46.67,10.255
229,10:34:00,366.645,7.005,42.365,44.765,46.68,10.255
229,10:35:00,366.4,7.105,42.318000000000005,44.75,46.66,10.255
229,10:36:00,366.01,6.995,42.28,44.685,46.74,10.255
229,10:37:00,365.615,6.985,42.19,44.605,46.71,10.255
229,10:38:00,365.43,6.965,42.135,44.565,46.72,10.255
229,10:39:00,365.395,7.075,42.111999999999995,44.515,46.73,10.255
229,10:40:00,365.25,6.955,42.118,44.535,46.71,10.255
229,10:41:00,364.89,6.975,42.056999999999995,44.515,46.71,10.255
229,10:42:00,364.95,6.975,42.105,44.545,46.78,10.255
229,10:43:00,364.97,7.095,42.155,44.585,46.81,10.255
229,10:44:00,365.145,6.995,42.188,44.585,46.85,10.255
229,10:45:00,365.11,7.095,42.075,44.545,46.88,10.255
229,10:46:00,364.285,6.975,41.913000000000004,44.435,46.87,10.255
229,10:47:00,364.69,7.085,41.84,44.375,46.8,10.255
229,10:48:00,365.04,7.075,41.922,44.435,46.79,10.255
229,10:49:00,364.945,6.975,41.99,44.505,46.7,10.255
229,10:50:00,364.965,7.085,42.028,44.525,46.65,10.255
229,10:51:00,364.985,6.975,41.905,41.942,46.66,10.255
229,10:52:00,364.675,7.075,41.876999999999995,44.445,46.61,10.255
229,10:53:00,364.75,6.975,41.82,44.415,46.63,10.255
229,10:54:00,364.665,7.085,41.858000000000004,44.475,46.59,10.255
229,10:55:00,365.08,6.985,41.852,44.525,46.66,10.255
